寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
1618.1,1646.8,1616.93,1646.8,262555.01,22600132800.0
1646.06,1650.08,1632.96,1635.16,267401.76,23111272000.0
1628.72,1637.79,1624.55,1631.24,221180.45,20226537600.0
1634.09,1646.49,1598.99,1607.51,290456.67,25040763200.0
1606.74,1609.1,1586.88,1600.45,245805.86,22597316800.0
1604.34,1609.62,1596.39,1605.64,228129.65,21730771200.0
1601.4,1609.27,1593.79,1602.0,218102.37,20254427200.0
1601.7,1607.58,1593.97,1597.85,195281.54,18276668800.0
1597.11,1599.39,1578.75,1593.1,201184.34,18456686400.0
1595.87,1603.05,1592.63,1596.6,203141.9,18545145600.0
1591.66,1605.33,1584.23,1605.33,211789.71,19311440000.0
1599.23,1611.22,1597.5,1608.52,219796.46,20208640000.0
1612.75,1629.55,1611.56,1626.97,264063.46,22952500800.0
1628.06,1640.33,1625.67,1640.33,260325.63,22838036800.0
1644.16,1645.76,1636.55,1640.51,286297.28,25486272000.0
1636.66,1646.82,1632.25,1646.82,285979.68,25902284800.0
1645.66,1648.38,1635.21,1639.5,290861.09,26947542400.0
1639.88,1644.55,1635.01,1636.33,282812.9,25565456000.0
1648.38,1661.94,1645.95,1660.55,331554.4,29400937600.0
1665.86,1686.41,1662.49,1686.41,384940.29,35227190400.0
1687.09,1715.02,1685.79,1708.78,449507.14,42480726400.0
1707.76,1718.63,1704.71,1709.44,408794.3,37978313600.0
1710.04,1716.44,1705.06,1713.03,357645.06,34758611200.0
1714.43,1719.71,1700.29,1700.29,347274.85,34529001600.0
1695.01,1699.46,1666.86,1667.71,318724.06,30843913600.0
1670.59,1690.74,1669.41,1690.74,274945.98,26415433600.0
1689.13,1700.96,1687.68,1697.21,313586.46,29073446400.0
1697.76,1709.45,1696.03,1709.45,308016.58,29292905600.0
1712.2,1720.8,1696.86,1697.91,373901.86,35167641600.0
1691.65,1713.51,1676.23,1713.51,343640.77,32284492800.0
1712.52,1722.94,1711.08,1722.94,305890.4,28242771200.0
1734.63,1758.34,1730.16,1756.16,424335.17,39279516800.0
1759.77,1764.58,1750.18,1760.85,405390.02,37360393600.0
1751.25,1782.32,1747.35,1768.68,472875.87,43899827200.0
1771.95,1791.85,1771.93,1791.85,444165.76,41449964800.0
1783.6,1793.72,1765.15,1769.58,472740.67,46250691200.0
1784.47,1800.64,1784.47,1800.64,434903.33,39659110400.0
1805.41,1806.37,1790.39,1797.88,398600.77,35568972800.0
1798.91,1822.35,1791.17,1822.35,409505.57,34527366400.0
1828.07,1829.5,1817.24,1818.13,430400.61,37729811200.0
1816.33,1819.09,1800.64,1814.21,378160.54,33123328000.0
1815.5,1819.06,1807.79,1811.57,375957.7,31796835200.0
1815.66,1821.02,1803.16,1806.28,365143.23,30482009600.0
1809.34,1829.95,1802.07,1829.95,408001.02,33062550400.0
1825.3,1825.3,1806.08,1806.54,404258.43,33854080000.0
1797.97,1825.14,1773.74,1819.61,429531.26,35209008000.0
1801.7,1813.7,1740.14,1756.81,481547.55,40289427200.0
1598.8,1626.5,1598.8,1609.0,262459.74,19544992000.0
1552.96,1641.06,1552.96,1638.02,536037.34,51156009600.0
1648.52,1697.5,1648.24,1678.64,523099.62,45467180800.0
1680.23,1733.36,1668.5,1727.24,554856.0,48110944000.0
1726.04,1738.32,1706.07,1736.17,567200.96,48961955200.0
1733.33,1757.38,1729.73,1757.26,544274.3,47089081600.0
1759.26,1769.21,1746.11,1758.02,483068.7,41781516800.0
1751.78,1785.6,1750.34,1785.33,492545.44,42014176000.0
1785.01,1791.86,1764.95,1771.61,536585.02,45529040000.0
1769.42,1795.0,1764.78,1779.43,504892.45,41709337600.0
1789.91,1835.96,1789.91,1835.96,570188.8,48111497600.0
1837.33,1856.56,1826.1,1856.56,624947.52,52809084800.0
1855.41,1870.82,1845.85,1846.4,657484.29,53776288000.0
1851.34,1887.13,1844.0,1886.14,654664.64,55171065600.0
1884.74,1921.03,1882.77,1907.35,725971.46,60039174400.0
1905.56,1939.33,1897.17,1933.36,770457.54,62054630400.0
1893.01,1945.76,1860.3,1943.17,902187.39,73050585600.0
1916.59,1934.11,1883.87,1890.6,817348.54,68651308800.0
1899.6,1917.83,1871.7,1895.13,654632.0,55169484800.0
1831.82,1860.71,1799.66,1801.75,696848.19,61089043200.0
1821.94,1879.39,1817.54,1869.65,632086.46,53240553600.0
1902.81,1926.46,1872.21,1888.92,728950.4,60166617600.0
1877.12,1895.74,1860.26,1895.74,602117.06,51334822400.0
1919.97,1932.99,1903.31,1929.44,689195.52,59305420800.0
1904.97,1927.71,1902.64,1915.17,580104.38,53885670400.0
1883.35,1891.55,1842.23,1842.66,648077.31,58473478400.0
1821.58,1887.39,1805.29,1887.34,656502.53,58135513600.0
1892.88,1897.65,1859.25,1859.4,594063.17,52958022400.0
1831.77,1839.78,1802.12,1818.56,509407.01,46570793600.0
1724.36,1817.02,1724.36,1798.98,573701.89,52900454400.0
1809.17,1809.9,1706.39,1712.02,587677.95,52048262400.0
1724.58,1742.1,1649.0,1704.74,495073.15,44916428800.0
1720.53,1750.61,1678.25,1678.25,518373.86,45258080000.0
1676.85,1692.16,1634.11,1682.93,491949.28,43223772800.0
1702.95,1707.07,1675.44,1704.46,435458.53,38004697600.0
1655.77,1673.49,1626.83,1631.88,418985.6,38811459200.0
1664.05,1669.87,1617.99,1666.22,433528.58,39835926400.0
1703.91,1716.24,1694.93,1714.86,458152.13,41683939200.0
1702.34,1720.29,1694.37,1701.15,394186.88,37299228800.0
1722.39,1724.48,1692.32,1693.35,380281.7,34500988800.0
1667.87,1670.41,1640.14,1657.55,382440.67,35663139200.0
1672.9,1679.67,1660.76,1665.93,337468.99,31534832000.0
1664.72,1687.72,1657.07,1660.08,359216.77,33307952000.0
1652.73,1697.55,1650.3,1697.55,364616.99,32820076800.0
1694.62,1705.21,1682.31,1689.57,358276.74,32003126400.0
1720.18,1744.63,1718.32,1743.37,445455.42,40185830400.0
1735.43,1746.65,1732.16,1740.65,420856.32,39687724800.0
1749.8,1759.16,1744.09,1755.37,405778.53,37741884800.0
1753.58,1756.4,1715.76,1721.22,425685.34,39477340800.0
1708.5,1717.71,1697.84,1707.46,314915.01,29803433600.0
1718.49,1745.42,1715.14,1745.42,365721.82,32983875200.0
1745.05,1753.12,1734.29,1736.13,409439.23,37919932800.0
1726.17,1747.31,1723.47,1744.39,372555.74,34870380800.0
1757.19,1765.82,1747.19,1750.28,460267.36,40149238400.0
1753.3,1767.86,1748.83,1767.86,383529.25,34015622400.0
1760.91,1760.91,1734.73,1753.42,400623.07,35933328000.0
1739.84,1771.8,1736.9,1771.8,373179.07,34484857600.0
1777.24,1778.64,1762.21,1763.03,407896.38,38280972800.0
1762.27,1763.12,1731.41,1736.93,381097.22,37291139200.0
1740.22,1751.98,1726.87,1738.05,331351.58,32036979200.0
1739.94,1741.72,1681.49,1732.56,403372.45,38469152000.0
1726.13,1745.36,1723.29,1730.74,310081.89,29023200000.0
1739.81,1767.9,1739.81,1763.36,401656.7,34810252800.0
1747.15,1790.28,1745.95,1790.28,417220.86,35016316800.0
1792.7,1798.39,1783.7,1788.21,398621.12,34587888000.0
1796.82,1816.31,1794.49,1809.17,410902.4,35434790400.0
1816.99,1822.43,1794.14,1804.74,412801.06,34932755200.0
1804.96,1810.84,1787.13,1810.73,360877.82,30928582400.0
1805.29,1825.24,1801.37,1822.85,357566.91,29883686400.0
1815.38,1819.79,1804.96,1805.7,372773.92,32504076800.0
1814.41,1819.67,1801.34,1808.56,380063.23,31714460800.0
1810.21,1816.36,1792.5,1800.84,442713.63,36207884800.0
1815.3,1823.57,1810.48,1823.57,385245.47,31011385600.0
1824.18,1824.18,1800.18,1805.86,417524.22,34539737600.0
1812.47,1813.91,1784.88,1788.64,375610.21,32124995200.0
1786.66,1786.66,1744.2,1752.42,347490.14,29971897600.0
1750.83,1756.58,1741.58,1750.82,288513.6,24158753600.0
1759.37,1789.52,1758.49,1789.52,322629.34,27086419200.0
1791.73,1791.73,1769.91,1774.22,345256.19,29342988800.0
1774.61,1780.66,1745.34,1769.7,339058.02,29705785600.0
1764.52,1789.03,1760.49,1786.51,338498.59,29492297600.0
1799.71,1844.82,1799.71,1842.95,454170.08,39028220800.0
1849.65,1851.66,1838.26,1846.66,477710.14,41951030400.0
1852.11,1861.35,1846.17,1847.38,477363.39,41899491200.0
1852.21,1855.32,1842.43,1852.54,396325.31,35881209600.0
1854.73,1858.18,1843.37,1856.61,378386.59,34249497600.0
1867.96,1874.61,1854.06,1856.89,409673.92,35720905600.0
1860.01,1870.46,1852.5,1869.33,368898.85,32997984000.0
1869.97,1875.36,1861.5,1874.94,371135.65,31935033600.0
1875.87,1890.63,1855.68,1865.3,431948.86,35685472000.0
1828.26,1878.95,1825.38,1870.7,424917.31,35465929600.0
1870.34,1889.64,1865.34,1865.34,466148.54,38922694400.0
1882.16,1898.35,1879.76,1898.35,441475.14,35896934400.0
1901.9,1903.77,1888.76,1903.77,460845.25,38276044800.0
1902.21,1910.63,1895.77,1908.33,469207.14,37911200000.0
1909.61,1935.36,1908.69,1931.1,459763.58,35928502400.0
1934.53,1944.3,1930.07,1936.65,482506.11,37541859200.0
1937.65,1948.15,1928.01,1947.45,452938.43,34738118400.0
1950.22,1956.14,1940.53,1947.73,431711.07,31873283200.0
1942.76,1947.21,1931.02,1939.12,422380.51,32520425600.0
1950.18,1978.53,1950.18,1975.52,449322.56,32630918400.0
1980.95,1993.66,1966.07,1991.11,537386.43,39396764800.0
1989.42,2017.36,1983.22,2016.05,601697.73,47696806400.0
2020.03,2041.89,2011.18,2041.89,636052.42,51287203200.0
2054.87,2121.86,2054.87,2121.59,841899.26,69166252800.0
2142.33,2189.94,2125.67,2157.94,946169.41,75451500800.0
2157.94,2200.73,2141.59,2198.62,845765.57,66951859200.0
2198.44,2261.86,2196.36,2257.95,974780.16,75903008000.0
2247.45,2273.92,2236.25,2251.0,909263.68,69669382400.0
2258.81,2329.4,2258.81,2329.4,954985.86,70838566400.0
2327.34,2333.36,2262.25,2309.56,997147.46,73550496000.0
2313.04,2320.61,2248.78,2261.8,896761.41,67093292800.0
2260.81,2276.23,2140.23,2144.24,826644.03,62063814400.0
2144.03,2189.92,2127.45,2158.94,629553.47,47508480000.0
2185.73,2216.7,2151.09,2216.7,649000.51,49354723200.0
2222.19,2236.22,2209.06,2232.7,614148.67,47222726400.0
2228.51,2274.5,2220.02,2251.43,657802.18,49966224000.0
2230.51,2256.46,2190.89,2250.92,699139.52,52657174400.0
2236.89,2245.55,2129.43,2138.36,750542.53,56478636800.0
2148.68,2160.0,2122.19,2144.37,524946.62,39712054400.0
2163.7,2179.85,2154.16,2173.84,508085.12,38908572800.0
2168.9,2236.95,2162.71,2236.95,593628.42,43729603200.0
2243.36,2249.36,2221.45,2227.33,616774.46,46967408000.0
2225.19,2267.73,2215.67,2256.87,650202.5,48559923200.0
2277.49,2315.44,2270.38,2315.44,761528.38,56850342400.0
2318.51,2324.56,2289.07,2300.5,767890.43,56731942400.0
2299.9,2324.58,2279.79,2318.92,670264.9,50246256000.0
2319.85,2320.55,2271.4,2304.52,721018.88,53398716800.0
2297.22,2302.05,2234.77,2272.66,700755.26,50997683200.0
2262.66,2292.76,2248.26,2277.42,630528.06,45214179200.0
2278.95,2296.94,2241.21,2243.45,620585.73,46722252800.0
2237.51,2242.73,2168.24,2215.11,602926.08,45004057600.0
2224.86,2230.32,2208.99,2216.47,494328.13,40373280000.0
2214.02,2244.96,2205.51,2244.17,482287.52,38847091200.0
2250.85,2288.49,2245.08,2287.34,616462.85,48876172800.0
2289.16,2304.77,2283.7,2298.45,596892.67,47454067200.0
2294.19,2294.19,2252.64,2253.68,590142.85,47963974400.0
2237.58,2251.42,2217.44,2225.72,469996.06,38886851200.0
2242.08,2259.94,2232.78,2249.95,482952.7,38352403200.0
2261.69,2285.11,2235.78,2278.25,551390.14,41096355200.0
2281.33,2297.33,2272.67,2280.75,586063.1,45693574400.0
2282.43,2287.02,2229.48,2237.89,596614.4,46552841600.0
2241.53,2263.72,2225.67,2261.16,520691.01,41499507200.0
2256.39,2308.09,2251.47,2305.62,568479.04,44122492800.0
2316.02,2329.12,2294.53,2295.49,597534.98,45192531200.0
2290.88,2310.85,2279.72,2310.85,524538.66,39923772800.0
2315.84,2331.0,2295.25,2321.4,623392.83,51729350400.0
2317.98,2327.14,2293.11,2301.81,591494.02,48294012800.0
2257.18,2294.08,2254.14,2290.49,530504.77,43711488000.0
2288.69,2303.87,2229.72,2239.68,663791.49,54163609600.0
2242.5,2252.74,2215.05,2248.2,604152.83,53406355200.0
2218.4,2220.68,2169.02,2175.77,695257.22,63718220800.0
2193.31,2198.23,2124.01,2129.25,563505.09,52989020800.0
2119.79,2166.24,2119.79,2164.22,429697.98,38394041600.0
2177.39,2199.34,2169.9,2189.1,500232.83,41889763200.0
2191.36,2206.1,2181.67,2205.36,473732.8,39016617600.0
2201.91,2202.9,2173.36,2185.22,441995.01,35324537600.0
2179.16,2203.44,2164.31,2186.99,474313.76,35395340800.0
2187.24,2221.35,2180.66,2219.91,498662.46,39237244800.0
2224.88,2227.27,2204.7,2208.3,467385.98,36664291200.0
2190.44,2214.77,2177.13,2184.15,433184.42,35053820800.0
2188.35,2207.88,2180.0,2202.18,420011.1,31823555200.0
2186.63,2189.96,2148.08,2148.08,421049.28,34406620800.0
2157.76,2162.66,2134.72,2143.05,348702.82,27281705600.0
2149.71,2152.37,2125.73,2126.88,330571.49,25146628800.0
2139.04,2159.29,2130.45,2148.45,337689.98,25244603200.0
2155.43,2168.98,2137.42,2149.54,334222.91,25167081600.0
2189.15,2219.6,2187.25,2215.96,447093.86,31769030400.0
2233.15,2289.36,2233.15,2289.36,615691.9,43400041600.0
2285.17,2307.66,2275.09,2304.19,546433.47,38115932800.0
2301.24,2302.8,2284.83,2290.4,546479.94,38322486400.0
2290.62,2293.66,2273.74,2274.39,500158.37,35563910400.0
2271.78,2281.12,2247.74,2265.43,455149.18,32416592000.0
2280.57,2283.77,2244.3,2249.53,455213.79,32947481600.0
2247.16,2279.38,2239.03,2279.38,439564.29,31641507200.0
2280.82,2280.82,2244.43,2254.23,459418.24,31773395200.0
2245.05,2250.74,2221.75,2243.24,427265.15,30160956800.0
2244.26,2258.01,2196.8,2200.56,437815.01,30244121600.0
2190.32,2219.85,2168.07,2212.07,398146.02,27599696000.0
2205.82,2226.65,2203.59,2223.92,413768.1,28786256000.0
2223.27,2246.29,2206.14,2239.11,476942.3,32376476800.0
2209.07,2259.84,2205.52,2249.57,501664.58,33388624000.0
2251.76,2253.61,2193.83,2198.07,541925.06,37553372800.0
2202.14,2228.56,2197.01,2223.39,487108.35,33921344000.0
2231.76,2255.95,2223.24,2255.08,481006.43,34046304000.0
2256.31,2265.57,2241.95,2262.14,459035.9,31304793600.0
2282.46,2300.25,2273.16,2299.87,543460.29,36566633600.0
2305.11,2305.11,2262.92,2282.09,552968.45,36601152000.0
2294.59,2340.89,2294.59,2333.46,653600.51,43693948800.0
2331.76,2331.76,2296.84,2308.85,591195.9,39435977600.0
2298.65,2306.4,2263.16,2263.96,513813.25,35060652800.0
2272.84,2281.39,2261.91,2273.74,421166.05,30252240000.0
2268.18,2275.95,2249.39,2268.67,425634.56,29635904000.0
2277.53,2289.82,2258.94,2289.82,467276.1,33617075200.0
2288.61,2288.61,2252.83,2269.33,499915.3,36114380800.0
2265.42,2279.22,2252.1,2261.59,463012.96,34749190400.0
2257.54,2280.36,2246.06,2275.85,454766.94,34692467200.0
2276.38,2291.81,2273.64,2289.51,438277.47,32938188800.0
2292.35,2311.98,2280.05,2301.96,522455.26,40103836800.0
2300.71,2303.28,2286.7,2294.15,470795.33,35527273600.0
2297.37,2298.48,2254.3,2254.3,479922.05,36857740800.0
2251.79,2259.51,2224.41,2245.47,415973.57,31760502400.0
2247.96,2253.12,2231.23,2253.12,399652.38,30965616000.0
2256.46,2270.18,2242.37,2249.66,496181.12,37001046400.0
2246.02,2288.15,2245.01,2286.55,479663.94,36660268800.0
2288.61,2294.21,2276.05,2290.2,497639.74,38731212800.0
2288.3,2296.45,2276.6,2290.33,473931.2,37366592000.0
2284.67,2305.48,2281.75,2301.83,419353.41,31852396800.0
2301.65,2308.36,2293.96,2294.91,432134.43,31690412800.0
2297.91,2303.31,2290.84,2293.98,397065.06,29238604800.0
2296.88,2298.89,2250.28,2250.81,452216.1,33612371200.0
2242.62,2266.82,2236.02,2253.43,387611.3,29010729600.0
2257.57,2258.41,2203.91,2223.94,455083.17,34576595200.0
2225.92,2248.21,2215.37,2247.69,393529.63,28984841600.0
2245.93,2258.94,2238.93,2256.43,394289.44,28398371200.0
2259.12,2259.9,2243.79,2248.51,392146.08,29690646400.0
2246.18,2270.68,2232.75,2269.48,427010.62,33010124800.0
2270.9,2275.74,2255.25,2262.57,417246.5,31286729600.0
2263.1,2304.98,2258.3,2304.98,480532.16,34392614400.0
2296.83,2310.1,2262.64,2264.48,525440.13,38539344000.0
2267.38,2290.29,2262.44,2281.24,515807.46,36846950400.0
2278.05,2281.66,2248.97,2255.54,462766.4,35696185600.0
2248.58,2275.4,2244.05,2273.99,434698.02,33825411200.0
2274.17,2282.55,2260.28,2273.01,482909.44,37325254400.0
2272.24,2278.61,2253.69,2258.37,477632.74,37160032000.0
2257.23,2292.38,2256.85,2288.56,469468.38,35192000000.0
2293.08,2329.93,2293.08,2329.37,511265.66,37221724800.0
2335.16,2391.24,2330.3,2386.54,641014.14,43549776000.0
2377.37,2423.03,2370.47,2422.34,698425.79,45893475200.0
2429.17,2438.67,2393.53,2421.51,645417.41,43324070400.0
2418.74,2430.62,2394.93,2426.66,670794.5,46928406400.0
2429.91,2436.39,2398.24,2419.5,630105.15,42006272000.0
2421.81,2425.49,2361.66,2375.86,684894.78,43945664000.0
2366.06,2419.96,2365.4,2419.96,604472.58,38686160000.0
2422.4,2427.23,2377.51,2393.74,679695.87,43269731200.0
2380.29,2391.13,2345.7,2360.4,610092.61,39617248000.0
2354.44,2374.95,2330.17,2366.86,556135.87,36449833600.0
2359.65,2407.06,2355.02,2401.78,546464.45,36406940800.0
2402.87,2408.79,2371.8,2378.65,573740.86,39512572800.0
2379.93,2412.56,2372.34,2412.56,518504.51,34028755200.0
2414.84,2461.91,2414.84,2449.37,615802.11,41062780800.0
2447.22,2458.23,2425.98,2456.24,628223.68,39616144000.0
2452.18,2486.58,2442.12,2462.85,681044.8,40351689600.0
2453.0,2455.36,2411.04,2414.16,577725.7,35029603200.0
2409.07,2424.86,2379.21,2420.92,526877.86,33837216000.0
2386.08,2401.33,2348.97,2352.75,524006.05,35413516800.0
2369.98,2379.03,2303.61,2335.05,535659.39,36867024000.0
2334.37,2363.39,2328.44,2362.39,485262.02,33706665600.0
2365.84,2402.26,2353.72,2401.65,516870.37,32995126400.0
2401.12,2410.51,2378.65,2380.79,539994.3,34816675200.0
2366.48,2386.67,2323.78,2353.27,523754.85,35354601600.0
2360.25,2373.31,2331.51,2332.53,493715.84,31986707200.0
2338.69,2368.33,2319.15,2360.78,447009.12,28319424000.0
2368.88,2419.23,2365.86,2418.24,465785.95,29417148800.0
2427.66,2466.47,2419.64,2460.54,482674.18,28269120000.0
2507.0,2511.98,2438.8,2450.39,601642.43,36845136000.0
2437.12,2470.05,2410.84,2468.66,557583.17,38997683200.0
2471.16,2476.69,2416.67,2416.67,694092.54,49945872000.0
2389.82,2420.47,2385.85,2396.01,541901.38,40102576000.0
2398.52,2403.86,2322.46,2347.28,579471.49,39050601600.0
2367.11,2370.79,2330.57,2335.4,489437.38,35968006400.0
2286.19,2320.64,2278.13,2293.69,482350.46,34499216000.0
2315.04,2349.91,2312.13,2349.17,470711.01,34504726400.0
2362.46,2363.13,2313.67,2332.76,489841.79,35685606400.0
2323.33,2363.11,2317.37,2363.11,447694.72,35507177600.0
2342.87,2343.43,2286.52,2294.67,509805.7,39417702400.0
2260.27,2314.6,2256.48,2298.6,467595.1,38047404800.0
2313.61,2326.52,2223.84,2224.08,525427.58,40328832000.0
2215.95,2218.79,2130.09,2160.91,530548.26,42349392000.0
2193.58,2197.06,2157.73,2165.35,410139.55,32386028800.0
2169.7,2217.79,2159.58,2216.48,434160.42,34542953600.0
2225.36,2225.71,2194.27,2220.26,435009.47,36557443200.0
2206.53,2207.47,2153.01,2172.94,425353.47,35077747200.0
2179.94,2196.51,2162.58,2196.51,403108.38,35521312000.0
2191.2,2221.44,2174.38,2218.26,404193.76,34644220800.0
2222.42,2245.17,2220.26,2237.5,420209.82,34512912000.0
2204.84,2223.6,2183.13,2194.91,432114.91,35172035200.0
2196.23,2222.72,2192.24,2222.72,427356.03,36300342400.0
2222.58,2225.18,2183.03,2197.71,445105.34,37800755200.0
2183.66,2202.26,2162.67,2166.75,417549.38,35687139200.0
2154.43,2178.17,2141.87,2166.4,385729.02,33665104000.0
2174.19,2220.46,2174.19,2214.81,425546.5,33944006400.0
2219.79,2234.97,2206.47,2218.79,429877.06,34605609600.0
2214.74,2235.3,2206.26,2229.27,417716.19,34442790400.0
2226.62,2226.62,2201.7,2217.62,373250.72,30759788800.0
2220.83,2244.35,2217.41,2242.19,365020.7,30316864000.0
2250.03,2270.05,2244.55,2262.08,398748.32,31560345600.0
2269.31,2271.78,2257.19,2266.2,373867.78,30643980800.0
2268.02,2268.18,2238.12,2258.11,416358.3,35321638400.0
2249.05,2266.79,2239.72,2257.95,419246.75,37111078400.0
2252.32,2254.55,2230.04,2236.58,388224.83,32989123200.0
2235.49,2241.72,2183.18,2188.89,436815.55,35844582400.0
2186.12,2209.18,2181.0,2187.57,380936.58,33143500800.0
2188.56,2220.36,2188.56,2218.48,385010.14,32941897600.0
2212.48,2212.48,2188.08,2206.55,388067.55,33450099200.0
2209.53,2224.84,2197.48,2220.22,396212.06,35058089600.0
2219.23,2274.36,2213.19,2274.36,493066.43,38640288000.0
2267.43,2291.67,2263.46,2272.68,486642.14,37791232000.0
2258.75,2281.14,2253.21,2277.21,419609.54,33494448000.0
2285.92,2292.43,2272.0,2288.18,423840.35,32386329600.0
2287.97,2304.96,2285.14,2298.55,455592.51,33982697600.0
2305.93,2322.97,2279.23,2281.3,520269.6,37463683200.0
2278.61,2281.93,2258.36,2281.93,437562.78,33246947200.0
2276.57,2300.94,2270.31,2300.94,438481.89,31629993600.0
2300.93,2314.98,2290.07,2305.65,450586.98,32112547200.0
2301.03,2309.92,2284.61,2298.93,465320.74,33469836800.0
2290.06,2298.51,2257.17,2276.58,474967.46,34072166400.0
2280.79,2283.64,2239.68,2239.68,472803.81,37463126400.0
2241.64,2254.76,2230.41,2243.93,455282.3,37114163200.0
2229.68,2256.43,2212.22,2251.96,452944.32,38483632000.0
2243.77,2273.21,2238.86,2271.81,421628.77,35086505600.0
2249.24,2271.82,2247.02,2253.3,445290.72,37517801600.0
2260.42,2294.65,2249.1,2293.87,490585.18,39351206400.0
2295.07,2332.15,2295.07,2320.33,505567.87,36841465600.0
2319.8,2325.47,2306.84,2324.27,416058.78,31802048000.0
2317.34,2335.06,2310.9,2327.46,441511.87,33326585600.0
2320.84,2337.97,2317.02,2330.36,474156.19,36347766400.0
2336.2,2342.53,2313.32,2319.79,452008.22,33380115200.0
2321.54,2337.26,2306.78,2337.26,475061.95,34686463800.0
2340.44,2383.26,2336.77,2381.93,534114.32,37385983200.0
2382.49,2387.5,2375.24,2380.56,510938.45,38748657700.0
2379.88,2404.23,2371.29,2399.27,510632.65,38110819700.0
2400.59,2412.15,2382.75,2393.48,563726.7,40605948800.0
2396.32,2419.76,2391.23,2419.76,559737.07,38628013600.0
2416.44,2429.88,2397.06,2429.57,575197.38,40829957500.0
2430.66,2431.76,2392.38,2400.9,558298.55,41242307700.0
2399.5,2419.46,2386.45,2392.64,512268.18,38146044700.0
2383.8,2423.25,2380.23,2407.65,502175.17,36538574800.0
2410.39,2414.09,2398.54,2413.9,516971.65,36852944100.0
2414.57,2427.89,2379.77,2393.13,542239.9,38476939300.0
2391.04,2404.32,2382.89,2396.54,477796.3,37427539600.0
2396.58,2427.51,2393.93,2422.58,560145.68,41700209000.0
2425.6,2426.06,2402.08,2407.93,625764.43,45263632400.0
2408.18,2410.74,2374.65,2387.91,555804.06,40793961000.0
2385.47,2385.92,2330.85,2332.41,521603.62,37800270700.0
2331.41,2360.54,2331.41,2359.4,503179.21,36340329200.0
2362.76,2384.58,2357.04,2378.61,563847.24,40139019700.0
2373.8,2403.13,2364.25,2396.2,587706.99,40888560900.0
2401.36,2408.83,2388.3,2408.41,574283.3,42448013100.0
2410.45,2432.3,2401.15,2427.38,602984.23,41438939400.0
2430.71,2430.81,2408.94,2415.36,551705.16,39991991200.0
2417.32,2446.95,2416.47,2442.08,570699.36,40020223000.0
2447.66,2465.96,2445.26,2463.66,561444.83,38309625400.0
2468.0,2468.0,2440.16,2441.26,556530.26,37866879800.0
2443.65,2467.38,2441.17,2466.24,527773.98,35612825300.0
2471.79,2472.61,2438.17,2442.26,569280.48,38950787400.0
2428.19,2428.19,2393.46,2396.78,550539.07,35555461900.0
2397.4,2416.97,2394.23,2414.4,560581.27,36693985200.0
2418.49,2424.7,2377.56,2406.59,627377.46,40044728600.0
2394.44,2449.86,2387.43,2446.99,592871.95,38482102400.0
2452.77,2457.9,2432.01,2435.21,670259.72,43989160600.0
2424.83,2443.18,2395.36,2436.84,634600.16,42290362400.0
2454.18,2493.12,2442.37,2485.15,753172.63,48444245900.0
2483.16,2493.47,2473.96,2491.97,708320.49,47543723100.0
2483.86,2495.93,2464.97,2470.07,707354.83,48260924300.0
2461.08,2478.85,2435.82,2478.72,664266.43,46052843400.0
2475.2,2481.11,2453.4,2454.06,663015.72,44335781600.0
2450.94,2458.92,2434.51,2452.32,634827.46,42820484900.0
2432.69,2457.16,2430.91,2456.75,544071.66,38181599100.0
2466.75,2499.19,2466.75,2492.54,692001.29,45252720100.0
2498.63,2503.94,2485.52,2503.85,734032.74,49105356400.0
2501.06,2501.06,2460.8,2468.14,774494.15,52805614100.0
2460.79,2460.79,2369.31,2411.81,779874.32,51181860500.0
2412.51,2429.26,2331.43,2331.43,831414.13,52856072500.0
2310.47,2335.88,2254.37,2313.2,705276.66,47901527900.0
2356.83,2389.08,2347.54,2384.17,709729.42,43905898500.0
2380.87,2391.14,2356.93,2385.62,770892.18,47754339600.0
2383.89,2436.92,2376.88,2436.92,854940.07,50748213800.0
2429.43,2446.92,2416.81,2423.97,812719.33,50800549600.0
2419.89,2465.62,2416.55,2465.62,742210.02,44662323000.0
2452.75,2464.22,2436.32,2447.04,750461.45,47133210600.0
2451.54,2453.45,2425.36,2443.06,708538.58,44273226100.0
2430.63,2466.92,2422.81,2462.84,709518.52,44759125200.0
2458.9,2483.79,2456.18,2483.79,790664.19,47397170800.0
2482.26,2493.46,2470.65,2487.0,740717.63,49152912600.0
2480.04,2490.56,2465.11,2478.34,766703.45,50346503800.0
2468.57,2494.92,2455.98,2468.74,764282.64,49021620100.0
2462.98,2470.28,2449.17,2454.36,721626.17,47200208200.0
2452.53,2459.67,2386.48,2392.49,737900.26,50925304600.0
2394.04,2416.71,2384.67,2412.49,661695.43,44685754000.0
2409.86,2430.62,2390.75,2417.23,677092.1,45352564500.0
2400.49,2411.2,2362.22,2388.96,699861.59,44068555700.0
2398.78,2450.0,2398.78,2445.04,758240.66,48127214000.0
2447.91,2470.32,2438.62,2463.85,792221.18,50831646900.0
2463.11,2475.08,2449.74,2475.08,715832.16,47486148000.0
2474.14,2474.14,2435.91,2437.15,751902.19,51824933400.0
2429.56,2448.59,2422.51,2439.69,748739.3,51140421900.0
