代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证指数,2010/5/20,2571.54,2609.64,2551.45,2555.94,6639004400,71961.66
000001.SH,上证指数,2010/5/21,2492.58,2584.45,2481.97,2583.52,8385609000,86998.3
000001.SH,上证指数,2010/5/24,2596.32,2680.49,2596.32,2673.42,11249727200,121771.23
000001.SH,上证指数,2010/5/25,2654.36,2659.74,2609.09,2622.63,9326905000,101697.41
000001.SH,上证指数,2010/5/26,2620.85,2644.94,2610.51,2625.79,6871046400,75202.48
000001.SH,上证指数,2010/5/27,2615.11,2662.08,2583.55,2655.92,8788356900,96516.28
000001.SH,上证指数,2010/5/28,2680.4,2686.54,2641.41,2655.77,8694799800,98648.77
000001.SH,上证指数,2010/5/31,2647.87,2665.39,2591.54,2592.15,7874388200,87203.75
000001.SH,上证指数,2010/6/1,2577.76,2598.9,2534.27,2568.28,7466611300,79814.66
000001.SH,上证指数,2010/6/2,2548.54,2572.34,2521.06,2571.42,6486663400,69692.52
000001.SH,上证指数,2010/6/3,2575.77,2596.14,2551.53,2552.66,6950232800,74462.43
000001.SH,上证指数,2010/6/4,2536.23,2556.97,2527.87,2553.59,5651849500,60645.96
000001.SH,上证指数,2010/6/7,2508.33,2527.1,2491.66,2511.73,6569798800,70153.78
000001.SH,上证指数,2010/6/8,2510.08,2531.88,2491.65,2513.95,6303246800,69342.65
000001.SH,上证指数,2010/6/9,2523.88,2589.47,2501.12,2583.87,9603098400,102662.53
000001.SH,上证指数,2010/6/10,2561.55,2581.05,2554.79,2562.58,7458396400,80569.29
000001.SH,上证指数,2010/6/11,2574.9,2590.98,2566.62,2569.94,6651928000,73920.37
000001.SH,上证指数,2010/6/17,2588.97,2595.51,2559.72,2560.25,5495703900,61650.7
000001.SH,上证指数,2010/6/18,2556.6,2568.86,2505.33,2513.22,6721845300,72840.91
000001.SH,上证指数,2010/6/21,2517.29,2587.34,2504.32,2586.21,7855442500,81694.03
000001.SH,上证指数,2010/6/22,2579.63,2598.35,2572.96,2588.7,6368145900,65898.44
000001.SH,上证指数,2010/6/23,2576.34,2593.67,2546.52,2569.87,5877682200,61894.82
000001.SH,上证指数,2010/6/24,2563.64,2586.9,2554.34,2566.75,4885657100,51020.73
000001.SH,上证指数,2010/6/25,2556.54,2572.83,2534.27,2552.82,5007885200,51688
000001.SH,上证指数,2010/6/28,2550.65,2561.49,2528.39,2535.28,4320393800,45257.33
000001.SH,上证指数,2010/6/29,2534.5,2541.14,2425.93,2427.05,7374490400,71361.87
000001.SH,上证指数,2010/6/30,2409.54,2411.44,2382.36,2398.37,5521056900,51154.35
000001.SH,上证指数,2010/7/1,2393.95,2410.77,2371.78,2373.79,4996768600,46415.16
000001.SH,上证指数,2010/7/2,2371.32,2386.4,2319.74,2382.9,6832957000,61545.27
000001.SH,上证指数,2010/7/5,2358.76,2378.09,2335.57,2363.95,4799645200,42999.67
000001.SH,上证指数,2010/7/6,2358.28,2409.78,2356.55,2409.42,6136429500,55618.26
000001.SH,上证指数,2010/7/7,2407.67,2421.68,2392.57,2421.12,5611070000,52493.75
000001.SH,上证指数,2010/7/8,2429.68,2436.28,2402,2415.15,5448595400,50449.2
000001.SH,上证指数,2010/7/9,2416.58,2485.6,2398.68,2470.92,8589014800,81834.66
000001.SH,上证指数,2010/7/12,2468.54,2501.02,2455.81,2490.72,8292234900,81580.61
000001.SH,上证指数,2010/7/13,2468.69,2468.69,2439.24,2450.29,6632701900,63392.04
000001.SH,上证指数,2010/7/14,2456.1,2494.59,2456.1,2470.44,7294614500,70221.22
000001.SH,上证指数,2010/7/15,2465.99,2487.24,2423.65,2424.3,10553923900,72186.34
000001.SH,上证指数,2010/7/16,2414.68,2428.46,2389.07,2424.27,7079330300,55992.24
000001.SH,上证指数,2010/7/19,2399.58,2484.19,2392.27,2475.42,8883896200,79475.3
000001.SH,上证指数,2010/7/20,2477.75,2530.33,2477.46,2528.73,11859837400,111641.75
000001.SH,上证指数,2010/7/21,2529.62,2553.45,2520.15,2535.39,11424783200,105772.53
000001.SH,上证指数,2010/7/22,2525.98,2563.24,2522.2,2562.41,10593421700,95754.9
000001.SH,上证指数,2010/7/23,2566.85,2579.52,2549.24,2572.03,11437314900,101168.59
000001.SH,上证指数,2010/7/26,2576.37,2589.48,2556.47,2588.68,9332648600,88588.78
000001.SH,上证指数,2010/7/27,2581.59,2588,2565.64,2575.37,8660523600,85156.95
000001.SH,上证指数,2010/7/28,2574.32,2636,2564.16,2633.66,12897953800,121947.19
000001.SH,上证指数,2010/7/29,2635.05,2656.41,2623.94,2648.12,13912360500,131200.31
000001.SH,上证指数,2010/7/30,2642.85,2643.04,2614.73,2637.5,9477378800,94120.94
000001.SH,上证指数,2010/8/2,2635.81,2675.76,2633.65,2672.52,11294463300,110228.61
000001.SH,上证指数,2010/8/3,2678.79,2681.79,2626.72,2627,12797109400,130397.5
000001.SH,上证指数,2010/8/4,2620.5,2638.9,2589.99,2638.52,11212373700,112845.73
000001.SH,上证指数,2010/8/5,2636.24,2640.59,2606.62,2620.76,11351438200,115426.38
000001.SH,上证指数,2010/8/6,2618.71,2659.41,2598.91,2658.39,12092728600,123369.6
000001.SH,上证指数,2010/8/9,2656.36,2676.09,2650.4,2672.53,11996475000,126564.69
000001.SH,上证指数,2010/8/10,2672.79,2675.31,2594.34,2595.27,12701002100,129567.7
000001.SH,上证指数,2010/8/11,2587.62,2618.45,2586.02,2607.5,8694146100,88759.71
000001.SH,上证指数,2010/8/12,2584.92,2608.76,2570.96,2575.48,9267520300,96005.86
000001.SH,上证指数,2010/8/13,2576.69,2607.03,2564.84,2606.7,8882045000,91346.89
000001.SH,上证指数,2010/8/16,2603.79,2665.31,2596.77,2661.71,12586282300,130747.04
000001.SH,上证指数,2010/8/17,2663.18,2677.57,2654.01,2671.89,12263829400,128597.72
000001.SH,上证指数,2010/8/18,2674.5,2687.76,2654.41,2666.3,13625434800,128831.04
000001.SH,上证指数,2010/8/19,2669.43,2701.93,2659.3,2687.98,12844161300,133233.66
000001.SH,上证指数,2010/8/20,2677.02,2683.29,2636.91,2642.31,11617218400,119817.34
000001.SH,上证指数,2010/8/23,2637.82,2656.12,2629.71,2639.37,8813653900,91492.89
000001.SH,上证指数,2010/8/24,2636.53,2667.17,2614.56,2650.31,10724363900,106318.34
000001.SH,上证指数,2010/8/25,2634.95,2645.5,2595.73,2596.58,10969582800,108265.74
000001.SH,上证指数,2010/8/26,2604.88,2616.96,2590.61,2603.48,8031385700,81805.45
000001.SH,上证指数,2010/8/27,2602.5,2613.49,2588.64,2610.74,7046609400,75183.47
000001.SH,上证指数,2010/8/30,2622.27,2656.36,2620.19,2652.66,11047952500,120862.4
000001.SH,上证指数,2010/8/31,2644.79,2647.25,2626.79,2638.8,11089024500,124753.74
000001.SH,上证指数,2010/9/1,2641.05,2662.88,2604.49,2622.88,12716494000,138493.97
000001.SH,上证指数,2010/9/2,2646.89,2659.98,2636.42,2655.78,12407623800,142065.83
000001.SH,上证指数,2010/9/3,2658.13,2660.54,2631.85,2655.39,12945652600,145978.03
000001.SH,上证指数,2010/9/6,2667.2,2698.6,2664.24,2696.25,14420906600,160243.82
000001.SH,上证指数,2010/9/7,2698.22,2704.93,2679.02,2698.36,11223153900,123619.81
000001.SH,上证指数,2010/9/8,2687.71,2695.85,2674.32,2695.29,11351940900,130961.46
000001.SH,上证指数,2010/9/9,2698.64,2698.64,2651.6,2656.35,13298943400,156158.83
000001.SH,上证指数,2010/9/10,2657.24,2667.84,2628.83,2663.21,11304115100,134130.26
000001.SH,上证指数,2010/9/13,2665.66,2696.67,2660.61,2688.32,11791891400,140796.35
000001.SH,上证指数,2010/9/14,2694.07,2703.78,2678.97,2688.52,12071241000,141033.36
000001.SH,上证指数,2010/9/15,2688.39,2688.49,2645.86,2652.5,12203981500,138474.77
000001.SH,上证指数,2010/9/16,2646.92,2653.27,2583.34,2602.47,11899820000,128503.05
000001.SH,上证指数,2010/9/17,2607.55,2615.08,2592.54,2598.69,8317135700,94665.87
000001.SH,上证指数,2010/9/20,2601.48,2607.35,2573.63,2588.71,7946951900,89768.76
000001.SH,上证指数,2010/9/21,2593.76,2601.1,2580.18,2591.55,5810140600,66352.72
000001.SH,上证指数,2010/9/27,2600.54,2629.05,2597.14,2627.97,7684465800,90540.41
000001.SH,上证指数,2010/9/28,2625.33,2625.33,2607.02,2611.35,9311743000,115012.77
000001.SH,上证指数,2010/9/29,2608.92,2634.12,2603.93,2610.68,8861866300,105883.85
000001.SH,上证指数,2010/9/30,2599.72,2656,2597.6,2655.66,8958036100,107081.52
000001.SH,上证指数,2010/10/8,2681.25,2747.81,2677.99,2738.74,13575954300,167621.12
000001.SH,上证指数,2010/10/11,2755.03,2823.6,2755.03,2806.94,20753526500,253469.82
000001.SH,上证指数,2010/10/12,2795.76,2843.43,2782.34,2841.41,16742832700,211787.46
000001.SH,上证指数,2010/10/13,2842.14,2862.04,2826.22,2861.36,18528167100,228385.39
000001.SH,上证指数,2010/10/14,2881.55,2919.41,2864.52,2879.64,22946170900,264686.13
000001.SH,上证指数,2010/10/15,2863.74,2971.16,2858.22,2971.16,23656855800,272950.78
000001.SH,上证指数,2010/10/18,2985.46,3026.1,2944.72,2955.23,26331693800,301231.09
000001.SH,上证指数,2010/10/19,2949.63,3002.37,2931.91,3001.85,17066782800,199631.32
000001.SH,上证指数,2010/10/20,2947.51,3041.15,2942.51,3003.95,20780442400,262064.86
000001.SH,上证指数,2010/10/21,3009.23,3018.24,2958.55,2983.53,16143614100,205073.03
000001.SH,上证指数,2010/10/22,2976.75,2997.62,2954.62,2975.04,14707988100,194901.56
000001.SH,上证指数,2010/10/25,2979.71,3051.54,2959.3,3051.42,19211424300,251711.41
000001.SH,上证指数,2010/10/26,3065.84,3073.38,3017.82,3041.54,19877890800,260361.92
000001.SH,上证指数,2010/10/27,3031.65,3056.4,2988.87,2997.05,17626828000,230105.3
000001.SH,上证指数,2010/10/28,2989.29,3007.01,2969.3,2992.58,14353793300,185681.19
000001.SH,上证指数,2010/10/29,2993.3,2996.77,2955.48,2978.84,14710975400,194560.39
000001.SH,上证指数,2010/11/1,2986.89,3054.05,2986.89,3054.02,18624318000,251047.19
000001.SH,上证指数,2010/11/2,3061.63,3089.57,3029.32,3045.43,22494728300,306509.48
000001.SH,上证指数,2010/11/3,3044.02,3069.07,3017.1,3030.99,18984803200,243967.88
000001.SH,上证指数,2010/11/4,3035.37,3087.42,3035.37,3086.94,17685709600,228103.07
000001.SH,上证指数,2010/11/5,3129.87,3142.59,3105.92,3129.5,21195580300,273178.39
000001.SH,上证指数,2010/11/8,3140.4,3160.7,3124.09,3159.51,20541796000,259242.02
000001.SH,上证指数,2010/11/9,3159.02,3159.02,3110.34,3135,19245574600,248089.38
000001.SH,上证指数,2010/11/10,3120.44,3124.26,3093.88,3115.36,18505242300,248976.89
000001.SH,上证指数,2010/11/11,3108.51,3186.72,3102.77,3147.74,21027474300,286984.45
000001.SH,上证指数,2010/11/12,3121.92,3150.15,2975.16,2985.44,23308495800,298405.91
000001.SH,上证指数,2010/11/15,2984.87,3016.13,2939.68,3014.41,15315244800,197094.1
000001.SH,上证指数,2010/11/16,3007.64,3007.64,2885.75,2894.54,17108937300,221674.19
000001.SH,上证指数,2010/11/17,2852.48,2891.05,2824.12,2838.86,12378026100,158701.99
000001.SH,上证指数,2010/11/18,2855.61,2873.7,2827.18,2865.45,10222618200,127770.55
000001.SH,上证指数,2010/11/19,2879.66,2888.75,2806.64,2888.57,12377846000,155775.08
000001.SH,上证指数,2010/11/22,2861.61,2904.97,2852.77,2884.37,12711771600,162685.48
000001.SH,上证指数,2010/11/23,2872.17,2872.17,2791.58,2828.28,11631195600,145079.51
000001.SH,上证指数,2010/11/24,2794.86,2861.49,2794.86,2859.94,11615623800,147881.63
000001.SH,上证指数,2010/11/25,2875.86,2901.68,2856.96,2898.26,13160845300,167185.49
000001.SH,上证指数,2010/11/26,2890.29,2894.42,2851.96,2871.7,11086619100,143563.93
000001.SH,上证指数,2010/11/29,2861.15,2878.83,2841.8,2866.36,10245254200,133972.62
000001.SH,上证指数,2010/11/30,2863.41,2881.16,2758.92,2820.18,13932486300,173085.02
000001.SH,上证指数,2010/12/1,2810.54,2834.2,2795.81,2823.45,8126329600,104257.89
000001.SH,上证指数,2010/12/2,2860.46,2870.81,2841.47,2843.61,10419575500,132216.37
000001.SH,上证指数,2010/12/3,2846.73,2853.4,2822.74,2842.43,8352101000,105926.91
000001.SH,上证指数,2010/12/6,2850.38,2871.41,2831.7,2857.18,8977305500,110832.36
000001.SH,上证指数,2010/12/7,2843.77,2884.53,2809.11,2875.86,8678549700,111266.7
000001.SH,上证指数,2010/12/8,2868.73,2880.56,2843.94,2848.55,8670737900,110227.18
000001.SH,上证指数,2010/12/9,2837.62,2854.7,2808.51,2810.95,9462255200,108747.83
000001.SH,上证指数,2010/12/10,2798.74,2850.42,2792.52,2841.04,8049610800,98203.06
000001.SH,上证指数,2010/12/13,2850.33,2923.77,2847.66,2922.95,12887846800,159949.59
000001.SH,上证指数,2010/12/14,2928.3,2933.41,2912.42,2927.08,12094493600,152967.34
000001.SH,上证指数,2010/12/15,2927.26,2939.05,2905.65,2911.41,10946248900,143370.18
000001.SH,上证指数,2010/12/16,2908.87,2921.28,2891.86,2898.14,8760631300,109770.05
000001.SH,上证指数,2010/12/17,2896.77,2898.81,2881,2893.74,7367713600,93857.09
000001.SH,上证指数,2010/12/20,2901.47,2911.56,2804.56,2852.92,11375549500,146605.4
000001.SH,上证指数,2010/12/21,2857.59,2908.17,2846.63,2904.12,10682562300,136465.37
000001.SH,上证指数,2010/12/22,2910.73,2917.2,2867.05,2877.9,9832555700,126067.4
000001.SH,上证指数,2010/12/23,2874.2,2893.71,2849.84,2855.22,8900248800,109372.94
000001.SH,上证指数,2010/12/24,2841.35,2853.49,2813.5,2835.16,8121684800,95886.76
000001.SH,上证指数,2010/12/27,2842.81,2876.81,2774.54,2781.4,9780727800,123390.15
000001.SH,上证指数,2010/12/28,2768.03,2775.15,2730.41,2732.99,8433263200,96990.63
000001.SH,上证指数,2010/12/29,2735.48,2753.03,2721.48,2751.53,6394127800,76202.88
000001.SH,上证指数,2010/12/30,2751.97,2768.13,2724.54,2759.58,7317204600,86056.7
000001.SH,上证指数,2010/12/31,2759.16,2808.93,2758.13,2808.08,8335021400,108441.75
000001.SH,上证指数,2011/1/4,2825.33,2855.4,2810.11,2852.65,11007279100,145662.4
000001.SH,上证指数,2011/1/5,2833.12,2850.49,2824.3,2838.59,10441528200,135264.8
000001.SH,上证指数,2011/1/6,2838.44,2853.88,2816.95,2824.2,8470561600,113251.59
000001.SH,上证指数,2011/1/7,2820.67,2868.01,2807.87,2838.8,11312956800,137163.5
000001.SH,上证指数,2011/1/10,2832.62,2847.36,2786.86,2791.81,9078087200,110796.77
000001.SH,上证指数,2011/1/11,2783.48,2810.76,2770.34,2804.05,8055378000,94484.83
000001.SH,上证指数,2011/1/12,2811.79,2828.47,2788.13,2821.31,7924611700,88093.03
000001.SH,上证指数,2011/1/13,2830.53,2837.53,2810.87,2827.71,7488626500,87930.92
000001.SH,上证指数,2011/1/14,2817.05,2817.05,2780.44,2791.34,7675388000,90644.71
000001.SH,上证指数,2011/1/17,2772.45,2780.94,2698.78,2706.66,9251911300,104849.17
000001.SH,上证指数,2011/1/18,2696.15,2715.41,2683.37,2708.98,6037727600,67738.47
000001.SH,上证指数,2011/1/19,2707.82,2759.6,2700.81,2758.1,7849316900,89943.62
000001.SH,上证指数,2011/1/20,2752.8,2752.8,2676.13,2677.65,8604719100,95850.32
000001.SH,上证指数,2011/1/21,2668.68,2746.18,2667.29,2715.29,9563903800,102843.43
000001.SH,上证指数,2011/1/24,2716.52,2736.11,2690.65,2695.72,8792080700,96191.1
000001.SH,上证指数,2011/1/25,2691.69,2701.04,2661.45,2677.43,6948141200,75578.25
000001.SH,上证指数,2011/1/26,2677.17,2710.74,2676.77,2708.81,6075089900,67295.42
000001.SH,上证指数,2011/1/27,2690.83,2753,2677.21,2749.15,10556916300,115247.05
000001.SH,上证指数,2011/1/28,2741.31,2759.44,2733.29,2752.75,8542799200,98480.28
000001.SH,上证指数,2011/1/31,2751.53,2790.92,2748.54,2790.69,9150281400,106841.49
000001.SH,上证指数,2011/2/1,2795.07,2805.05,2785.3,2798.96,7335009200,90093.97
000001.SH,上证指数,2011/2/9,2778.7,2804.21,2764.87,2774.07,8725778800,104839.25
000001.SH,上证指数,2011/2/10,2769.65,2819.06,2760.18,2818.16,9791976300,117148.64
000001.SH,上证指数,2011/2/11,2815.12,2835.41,2807.61,2827.33,10775817100,127724.54
000001.SH,上证指数,2011/2/14,2828.57,2906.26,2828.57,2899.13,15424297000,179800.96
000001.SH,上证指数,2011/2/15,2900.43,2934.47,2892.64,2899.24,15244989800,187333.87
000001.SH,上证指数,2011/2/16,2893.68,2924.19,2882.55,2923.9,12780569700,160067.65
000001.SH,上证指数,2011/2/17,2929.26,2939.28,2905.03,2926.96,13041549800,169047.62
000001.SH,上证指数,2011/2/18,2924.23,2924.23,2890.26,2899.79,11377546300,142026.77
000001.SH,上证指数,2011/2/21,2886.54,2932.82,2884.19,2932.25,11885588300,146223.08
000001.SH,上证指数,2011/2/22,2941.32,2944.41,2851.62,2855.52,15300462200,191781.55
000001.SH,上证指数,2011/2/23,2844.99,2868.48,2839.2,2862.63,11108305900,137631.21
000001.SH,上证指数,2011/2/24,2861.39,2881.54,2854.56,2878.6,10977258800,137321.71
000001.SH,上证指数,2011/2/25,2876.78,2890.32,2848.65,2878.57,10009403900,124246.94
000001.SH,上证指数,2011/2/28,2880.17,2906.17,2861.82,2905.05,11870576300,148337.06
000001.SH,上证指数,2011/3/1,2906.29,2931.58,2901.55,2918.92,13655504800,172228.93
000001.SH,上证指数,2011/3/2,2905.51,2924.96,2883.57,2913.81,13344225800,165439.3
000001.SH,上证指数,2011/3/3,2918.73,2937.56,2900.76,2902.98,15048888400,177696.89
000001.SH,上证指数,2011/3/4,2902.19,2944.46,2898.08,2942.31,11827724100,144491.22
000001.SH,上证指数,2011/3/7,2952.72,3000.43,2952.72,2996.21,16010588400,207910.76
000001.SH,上证指数,2011/3/8,2996.73,3001.62,2976.6,2999.94,12668115400,168656.78
000001.SH,上证指数,2011/3/9,3002.55,3012.04,2989.34,3002.15,12479073500,165317.76
000001.SH,上证指数,2011/3/10,2995.77,2995.77,2954.37,2957.14,12379988900,166466.13
000001.SH,上证指数,2011/3/11,2942.42,2966.98,2927.68,2933.8,11599448000,152652.66
000001.SH,上证指数,2011/3/14,2923.98,2939.65,2914.46,2937.63,11691061800,152525.99
000001.SH,上证指数,2011/3/15,2927.98,2927.98,2850.95,2896.26,15495195100,187646.02
000001.SH,上证指数,2011/3/16,2894.25,2934.02,2894.25,2930.8,13077723700,165811.91
000001.SH,上证指数,2011/3/17,2906.96,2935.63,2885.65,2897.3,13779782700,170585.81
000001.SH,上证指数,2011/3/18,2920.81,2930.61,2900.87,2906.89,10063733500,127487.19
000001.SH,上证指数,2011/3/21,2913.91,2927.07,2895.15,2909.14,9676027500,122405.13
000001.SH,上证指数,2011/3/22,2917.69,2923.39,2884.75,2919.14,9511745700,120190.61
000001.SH,上证指数,2011/3/23,2919.02,2950.42,2911.63,2948.48,11260347500,138318.53
000001.SH,上证指数,2011/3/24,2949.85,2958.66,2942.13,2946.71,10895597900,137266.01
000001.SH,上证指数,2011/3/25,2948.54,2985.08,2946.7,2977.81,13639636700,171136.87
000001.SH,上证指数,2011/3/28,2985.36,3005.78,2979.2,2984.01,15601687800,196335.11
000001.SH,上证指数,2011/3/29,2979.87,2994.17,2953.54,2958.08,16854324600,199600.75
000001.SH,上证指数,2011/3/30,2955.45,2968.18,2935.75,2955.77,12649354800,152547.18
000001.SH,上证指数,2011/3/31,2954.65,2961.63,2914.38,2928.11,10893561100,134408.18
000001.SH,上证指数,2011/4/1,2932.48,2967.85,2924.39,2967.41,9984409400,125719.2
000001.SH,上证指数,2011/4/6,2964.21,3005.24,2963.9,3001.36,14165061300,176487.79
000001.SH,上证指数,2011/4/7,3003.2,3012.29,2990.31,3007.91,12473459100,152941.72
000001.SH,上证指数,2011/4/8,3005.37,3031.1,2998.34,3030.02,11433779400,147122.04
000001.SH,上证指数,2011/4/11,3037.91,3059.57,3019.89,3022.75,14718957600,182751.28
000001.SH,上证指数,2011/4/12,3012.8,3039.12,3003.45,3021.37,14599054700,165602.47
000001.SH,上证指数,2011/4/13,3006.83,3050.4,2994.47,3050.4,12820265500,147378.54
000001.SH,上证指数,2011/4/14,3049.67,3058.24,3036.73,3042.64,12948710700,148647.67
000001.SH,上证指数,2011/4/15,3036.35,3062.53,3020.16,3050.53,12853098900,148683.83
000001.SH,上证指数,2011/4/18,3040.53,3067.46,3037.19,3057.33,13748873900,160812.21
000001.SH,上证指数,2011/4/19,3038.81,3038.81,2996.22,2999.04,14189639400,166127.88
000001.SH,上证指数,2011/4/20,3005.98,3019.12,2992.67,3007.04,11974165700,143797.58
000001.SH,上证指数,2011/4/21,3021.77,3035.47,3012.54,3026.67,12151066400,147387.02
000001.SH,上证指数,2011/4/22,3025.7,3032.97,3004.47,3010.52,11852561300,137406.93
000001.SH,上证指数,2011/4/25,3003.03,3003.61,2964.64,2964.95,11731662200,140504.37
000001.SH,上证指数,2011/4/26,2956.95,2970.28,2931.5,2938.98,9515481900,112451.14
000001.SH,上证指数,2011/4/27,2946.33,2961.13,2907.66,2925.41,10549247500,114841.13
000001.SH,上证指数,2011/4/28,2937.95,2953.19,2884.84,2887.04,10523087500,115790.13
000001.SH,上证指数,2011/4/29,2886.63,2913.56,2871.01,2911.51,8753425500,93221.53
000001.SH,上证指数,2011/5/3,2911.51,2933.46,2890.23,2932.19,9640272200,102708.98
000001.SH,上证指数,2011/5/4,2916.85,2916.97,2860.08,2866.02,11148113100,125355.69
000001.SH,上证指数,2011/5/5,2854.77,2880.13,2849.91,2872.4,9108442700,98812.24
000001.SH,上证指数,2011/5/6,2842.77,2881.71,2834.46,2863.89,9106390900,105181.01
000001.SH,上证指数,2011/5/9,2868.24,2885.18,2861.42,2872.46,8157615500,94006.38
000001.SH,上证指数,2011/5/10,2876.98,2891.03,2865.1,2890.63,8129717600,96056.71
000001.SH,上证指数,2011/5/11,2890.35,2897.14,2868.35,2883.42,9247712200,107106.38
000001.SH,上证指数,2011/5/12,2864.98,2876.45,2843.1,2844.08,10024096100,114204.49
000001.SH,上证指数,2011/5/13,2846.31,2871.99,2832.25,2871.03,9323881500,103905.98
000001.SH,上证指数,2011/5/16,2864.38,2877.09,2846.31,2849.07,8464825100,95786.25
000001.SH,上证指数,2011/5/17,2846.45,2869.23,2821.2,2852.77,9481984700,109798.83
000001.SH,上证指数,2011/5/18,2846.73,2877.43,2843.68,2872.77,7682697000,90328.33
000001.SH,上证指数,2011/5/19,2879.39,2884.14,2856.83,2859.57,7699453800,91205.06
000001.SH,上证指数,2011/5/20,2858.31,2866.76,2850.45,2858.46,7074378600,84003.22
000001.SH,上证指数,2011/5/23,2853.29,2853.29,2771.12,2774.57,9862204500,111438.41
000001.SH,上证指数,2011/5/24,2766.06,2771.75,2744.78,2767.06,7485289800,88842.18
000001.SH,上证指数,2011/5/25,2764.56,2771.18,2737.33,2741.74,7440653400,86236.39
000001.SH,上证指数,2011/5/26,2755.39,2764.89,2734.54,2736.53,7874131500,92594.93
000001.SH,上证指数,2011/5/27,2739.39,2746.84,2708.55,2709.95,8252105200,91901.56
000001.SH,上证指数,2011/5/30,2704.49,2728.06,2689.21,2706.36,6517438800,71116.81
000001.SH,上证指数,2011/5/31,2707.56,2744.93,2702.1,2743.47,6790038300,77797.11
000001.SH,上证指数,2011/6/1,2737.06,2744.56,2726.5,2743.57,6855550100,77624.94
000001.SH,上证指数,2011/6/2,2715.32,2728,2676.54,2705.18,8602115800,94278.92
000001.SH,上证指数,2011/6/3,2701.77,2732.43,2701.25,2728.02,6798394500,78273.7
000001.SH,上证指数,2011/6/7,2720.97,2745.77,2717.31,2744.3,6502129300,79144.38
000001.SH,上证指数,2011/6/8,2742.04,2754.12,2715.25,2750.29,7429466100,87503.87
000001.SH,上证指数,2011/6/9,2743.54,2747.33,2702.7,2703.35,8346926800,95128.11
000001.SH,上证指数,2011/6/10,2696.13,2707.74,2672.32,2705.14,7340029400,83170.62
000001.SH,上证指数,2011/6/13,2687.65,2703.42,2669.4,2700.38,6306945900,73168.51
000001.SH,上证指数,2011/6/14,2696.22,2735.55,2691.67,2730.04,8309751400,95202.69
000001.SH,上证指数,2011/6/15,2717.68,2730.48,2705.07,2705.43,7485694500,85433.28
000001.SH,上证指数,2011/6/16,2685.63,2691.94,2663.12,2664.28,7092787000,76584.47
000001.SH,上证指数,2011/6/17,2661.41,2675.03,2641.39,2642.82,6444263300,74389.55
000001.SH,上证指数,2011/6/20,2635.83,2637.88,2610.99,2621.25,6005986400,65210.75
000001.SH,上证指数,2011/6/21,2628.02,2648.02,2618.81,2646.48,6482187100,73288
000001.SH,上证指数,2011/6/22,2648.53,2657.73,2633.47,2649.32,5831380200,64614.6
000001.SH,上证指数,2011/6/23,2640.66,2693.42,2630.34,2688.25,7377268800,82454.85
000001.SH,上证指数,2011/6/24,2678.05,2759.71,2674.3,2746.21,12577362800,142646.19
000001.SH,上证指数,2011/6/27,2746.79,2769.04,2743.5,2758.23,10160101800,116169.11
000001.SH,上证指数,2011/6/28,2759.71,2763.28,2736.4,2759.2,8827745000,104045.74
000001.SH,上证指数,2011/6/29,2757.4,2759.23,2727.25,2728.48,8822419700,99001.12
000001.SH,上证指数,2011/6/30,2729.99,2774.37,2729.99,2762.08,9096712400,103037.47
000001.SH,上证指数,2011/7/1,2767.83,2778.67,2752.97,2759.36,9207287800,105453.23
000001.SH,上证指数,2011/7/4,2770.94,2813.27,2770.94,2812.82,12196226000,143818.65
000001.SH,上证指数,2011/7/5,2812.72,2818.14,2799.11,2816.36,11012422400,128654.53
000001.SH,上证指数,2011/7/6,2811.82,2811.82,2780.73,2810.48,10310439300,122088.88
000001.SH,上证指数,2011/7/7,2813.19,2825.12,2793.89,2794.27,11651214300,140065.12
000001.SH,上证指数,2011/7/8,2797.03,2807.38,2784.13,2797.77,8621160900,102765.06
000001.SH,上证指数,2011/7/11,2789.45,2807.32,2780.67,2802.69,8606359500,101442.08
000001.SH,上证指数,2011/7/12,2783.72,2783.72,2752.19,2754.58,9667447500,111535.23
000001.SH,上证指数,2011/7/13,2756.03,2797.27,2756.03,2795.48,9192912800,107695.95
000001.SH,上证指数,2011/7/14,2798.21,2811.7,2788.98,2810.44,10450208000,125648.83
000001.SH,上证指数,2011/7/15,2803.59,2821.34,2794.16,2820.17,10747006400,127720.32
000001.SH,上证指数,2011/7/18,2821.36,2826.96,2807.11,2816.69,10810862300,129581.32
000001.SH,上证指数,2011/7/19,2804.92,2809.32,2790.69,2796.98,9274088400,110120.38
000001.SH,上证指数,2011/7/20,2810.44,2817.29,2779.38,2794.21,8403061600,99677.74
000001.SH,上证指数,2011/7/21,2795.9,2799.85,2763.42,2765.89,8176058200,95769.51
000001.SH,上证指数,2011/7/22,2769.86,2782.17,2763.8,2770.79,7021183700,82498.35
000001.SH,上证指数,2011/7/25,2759.63,2759.63,2680.75,2688.75,11124224900,120856.44
000001.SH,上证指数,2011/7/26,2685.75,2704.94,2677.12,2703.03,7288145400,79482.93
000001.SH,上证指数,2011/7/27,2690.14,2726.8,2680.43,2723.49,8040778100,92082.37
000001.SH,上证指数,2011/7/28,2701.77,2712.09,2684.66,2708.78,7847491500,90451.82
000001.SH,上证指数,2011/7/29,2706.5,2721.53,2681.27,2701.73,7547165500,83784.76
