浠ｇ爜,鍚嶇О,鏃ユ湡,寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
399106.SZ,娣辫瘉缁兼寚,2015/1/30,1531.45,1537.98,1512.39,1512.39,213573.54,15549739200
399106.SZ,娣辫瘉缁兼寚,2015/2/2,1494.6,1514.5,1489.29,1502.89,189545.58,13373904000
399106.SZ,娣辫瘉缁兼寚,2015/2/3,1509.75,1533.83,1509.75,1533.22,222717.46,14627625600
399106.SZ,娣辫瘉缁兼寚,2015/2/4,1536.65,1543.58,1528.19,1529.04,232840.27,15653648000
399106.SZ,娣辫瘉缁兼寚,2015/2/5,1544.19,1551.59,1526.11,1526.11,271111.42,17634616000
399106.SZ,娣辫瘉缁兼寚,2015/2/6,1522.81,1526.04,1489.37,1495.26,224832.37,15081438400
399106.SZ,娣辫瘉缁兼寚,2015/2/9,1491.92,1500.87,1485.95,1489.39,185381.31,12054317600
399106.SZ,娣辫瘉缁兼寚,2015/2/10,1488.63,1512.49,1488.23,1512.49,166381.54,10833819200
399106.SZ,娣辫瘉缁兼寚,2015/2/11,1515.17,1534.7,1515.17,1533.32,193548,12821672000
399106.SZ,娣辫瘉缁兼寚,2015/2/12,1534.51,1546.44,1534.23,1544.8,201616.42,13383620000
399106.SZ,娣辫瘉缁兼寚,2015/2/13,1551.91,1575.37,1551.91,1569.56,260041.1,16696780800
399106.SZ,娣辫瘉缁兼寚,2015/2/16,1574.08,1600.05,1574.08,1600.05,266324.98,16643604800
399106.SZ,娣辫瘉缁兼寚,2015/2/17,1606.81,1612.52,1600.96,1610.73,240672.35,14936051200
399106.SZ,娣辫瘉缁兼寚,2015/2/25,1615.47,1615.47,1593.97,1598.3,244143.55,15271304000
399106.SZ,娣辫瘉缁兼寚,2015/2/26,1597.24,1614.73,1596.48,1614.71,252743.63,16524577600
399106.SZ,娣辫瘉缁兼寚,2015/2/27,1614.14,1630.68,1612.63,1630.05,277325.31,18201556800
399106.SZ,娣辫瘉缁兼寚,2015/3/2,1640.89,1663.65,1637.15,1663.65,373783.62,24196080000
399106.SZ,娣辫瘉缁兼寚,2015/3/3,1657.84,1668.55,1644.35,1644.99,392286.98,25346462400
399106.SZ,娣辫瘉缁兼寚,2015/3/4,1645.47,1673.24,1645.47,1673.24,336147.58,21830307200
399106.SZ,娣辫瘉缁兼寚,2015/3/5,1673.93,1677.89,1663.29,1677.77,355832.9,22419590400
399106.SZ,娣辫瘉缁兼寚,2015/3/6,1679.94,1682.72,1650.7,1651.77,314927.52,20205864000
399106.SZ,娣辫瘉缁兼寚,2015/3/9,1643.17,1672.07,1634.57,1672.07,286243.39,18494841600
399106.SZ,娣辫瘉缁兼寚,2015/3/10,1672.36,1697.51,1671.52,1691.98,312406.18,19523072000
399106.SZ,娣辫瘉缁兼寚,2015/3/11,1692.28,1696.57,1684.9,1689.15,307062.27,19340096000
399106.SZ,娣辫瘉缁兼寚,2015/3/12,1692.28,1694.07,1674.07,1684.83,315014.94,19846128000
399106.SZ,娣辫瘉缁兼寚,2015/3/13,1688.99,1708.08,1688.73,1708.08,287291.97,17914822400
399106.SZ,娣辫瘉缁兼寚,2015/3/16,1719.68,1760.19,1719.68,1760.19,418529.02,25402662400
399106.SZ,娣辫瘉缁兼寚,2015/3/17,1769.82,1785.36,1761.01,1781.78,497461.66,31538179200
399106.SZ,娣辫瘉缁兼寚,2015/3/18,1783.45,1818.38,1779.14,1818.38,486525.15,32214585600
399106.SZ,娣辫瘉缁兼寚,2015/3/19,1821.43,1827.86,1808.95,1827.86,475854.53,31163833600
399106.SZ,娣辫瘉缁兼寚,2015/3/20,1829.24,1853.55,1829.24,1852.94,494727.87,29787404800
399106.SZ,娣辫瘉缁兼寚,2015/3/23,1864.37,1903.65,1864.37,1903.64,546104.77,32282080000
399106.SZ,娣辫瘉缁兼寚,2015/3/24,1912.47,1923.92,1856.15,1922.85,661351.62,39078534400
399106.SZ,娣辫瘉缁兼寚,2015/3/25,1923.69,1955.11,1912.56,1943.69,591658.75,33324044800
399106.SZ,娣辫瘉缁兼寚,2015/3/26,1935.4,1948.18,1897.54,1914.23,560935.3,30785760000
399106.SZ,娣辫瘉缁兼寚,2015/3/27,1911.88,1938.15,1910.64,1935.59,422710.43,23697584000
399106.SZ,娣辫瘉缁兼寚,2015/3/30,1939.06,1951.62,1933.38,1948.06,507012.29,29805120000
399106.SZ,娣辫瘉缁兼寚,2015/3/31,1957.53,1979.23,1950.52,1958.4,553665.73,31772860800
399106.SZ,娣辫瘉缁兼寚,2015/4/1,1961.14,2009.15,1961.14,2005.67,517514.3,28787561600
399106.SZ,娣辫瘉缁兼寚,2015/4/2,2018.5,2043.03,2012.82,2043.03,583083.71,32176713600
399106.SZ,娣辫瘉缁兼寚,2015/4/3,2035.97,2081.59,2027.61,2080.4,602232.96,32623356800
399106.SZ,娣辫瘉缁兼寚,2015/4/7,2094.42,2124.09,2094.42,2124.09,639256.13,34447696000
399106.SZ,娣辫瘉缁兼寚,2015/4/8,2132.87,2133.72,2066.2,2109.03,685766.85,36142921600
399106.SZ,娣辫瘉缁兼寚,2015/4/9,2111.22,2111.22,2026.13,2096.97,648752.45,34615056000
399106.SZ,娣辫瘉缁兼寚,2015/4/10,2088.15,2153.01,2077.89,2149.11,565353.02,29530790400
399106.SZ,娣辫瘉缁兼寚,2015/4/13,2160,2192.49,2149.37,2187.73,638813.38,33280809600
399106.SZ,娣辫瘉缁兼寚,2015/4/14,2190.23,2204.44,2163.01,2181.89,614882.75,32690908800
399106.SZ,娣辫瘉缁兼寚,2015/4/15,2174.49,2174.49,2101.65,2101.65,558136.51,31157417600
399106.SZ,娣辫瘉缁兼寚,2015/4/16,2076.04,2148.88,2059.13,2126.15,481430.4,25965009600
399106.SZ,娣辫瘉缁兼寚,2015/4/17,2143.57,2153.15,2126.84,2136.27,588547.07,33430124800
399106.SZ,娣辫瘉缁兼寚,2015/4/20,2131.92,2144.99,2085.75,2093.71,627495.74,37036940800
399106.SZ,娣辫瘉缁兼寚,2015/4/21,2096.27,2174.93,2096.27,2174.93,548745.73,30927260800
399106.SZ,娣辫瘉缁兼寚,2015/4/22,2194.97,2235.56,2194.97,2234.46,651713.09,36390428800
399106.SZ,娣辫瘉缁兼寚,2015/4/23,2247.33,2269.96,2230.57,2256.98,687742.98,37866377600
399106.SZ,娣辫瘉缁兼寚,2015/4/24,2236.1,2263.69,2217.24,2256.36,640006.98,35316595200
399106.SZ,娣辫瘉缁兼寚,2015/4/27,2275.64,2292.74,2251.99,2271.27,636505.41,34525267200
399106.SZ,娣辫瘉缁兼寚,2015/4/28,2274.07,2275.34,2187.9,2208.56,613771.33,33395286400
399106.SZ,娣辫瘉缁兼寚,2015/4/29,2202.6,2258.29,2195.22,2254.98,526702.46,27250601600
399106.SZ,娣辫瘉缁兼寚,2015/4/30,2266.28,2294.02,2266.28,2267.77,546808.26,27631872000
399106.SZ,娣辫瘉缁兼寚,2015/5/4,2274.99,2287.73,2250.35,2281.66,499171.1,26406179200
399106.SZ,娣辫瘉缁兼寚,2015/5/5,2280.98,2282.69,2205.44,2217.89,536178.14,30063779200
399106.SZ,娣辫瘉缁兼寚,2015/5/6,2226.9,2271.47,2194.05,2206.71,516906.43,26659721600
399106.SZ,娣辫瘉缁兼寚,2015/5/7,2198.13,2210.77,2175.87,2181.3,427043.97,22651329600
399106.SZ,娣辫瘉缁兼寚,2015/5/8,2206.23,2272.17,2206.23,2272.17,512939.71,25423547200
399106.SZ,娣辫瘉缁兼寚,2015/5/11,2301.28,2373.94,2290.4,2373.92,668704.38,31739417600
399106.SZ,娣辫瘉缁兼寚,2015/5/12,2391.31,2426.44,2376.99,2425.9,720769.28,33400096000
399106.SZ,娣辫瘉缁兼寚,2015/5/13,2414.73,2469.38,2390.15,2445.87,731822.66,34702220800
399106.SZ,娣辫瘉缁兼寚,2015/5/14,2453.47,2471.35,2434.95,2454.2,696829.18,33796022400
399106.SZ,娣辫瘉缁兼寚,2015/5/15,2446.79,2464.37,2406.51,2442.76,640341.25,31117136000
399106.SZ,娣辫瘉缁兼寚,2015/5/18,2443.65,2507.03,2440.87,2501.46,636452.48,29549312000
399106.SZ,娣辫瘉缁兼寚,2015/5/19,2518.78,2570.53,2500.47,2567.29,699386.75,31803984000
399106.SZ,娣辫瘉缁兼寚,2015/5/20,2583.56,2661.88,2583.56,2619.32,816056.32,37961328000
399106.SZ,娣辫瘉缁兼寚,2015/5/21,2636.25,2713.42,2636.25,2713.42,793016.58,35576646400
399106.SZ,娣辫瘉缁兼寚,2015/5/22,2756.34,2772.49,2685.88,2740.92,953022.02,43612905600
399106.SZ,娣辫瘉缁兼寚,2015/5/25,2710.73,2788.97,2692.47,2785.07,912116.35,42140537600
399106.SZ,娣辫瘉缁兼寚,2015/5/26,2802.04,2884.76,2800.82,2884.66,973387.58,44692147200
399106.SZ,娣辫瘉缁兼寚,2015/5/27,2904.98,2930.31,2842.4,2918.02,991067.26,44479523200
399106.SZ,娣辫瘉缁兼寚,2015/5/28,2923.87,2967.53,2756.84,2756.93,1113596.03,52204963200
399106.SZ,娣辫瘉缁兼寚,2015/5/29,2751.38,2841.26,2641.8,2793.25,900657.47,41243724800
399106.SZ,娣辫瘉缁兼寚,2015/6/1,2818.36,2926.96,2818.36,2926.96,829892.61,36479878400
399106.SZ,娣辫瘉缁兼寚,2015/6/2,2949.82,3029.98,2936.66,3029.97,930302.4,39649843200
399106.SZ,娣辫瘉缁兼寚,2015/6/3,3051.33,3065.05,2962.32,3041.41,965762.88,40720172800
399106.SZ,娣辫瘉缁兼寚,2015/6/4,3043.8,3050.63,2853.89,3023.7,933840.26,40160006400
399106.SZ,娣辫瘉缁兼寚,2015/6/5,3065.45,3091.42,2991.27,3051.96,1021528.58,44420240000
399106.SZ,娣辫瘉缁兼寚,2015/6/8,3048.55,3048.55,2959.49,2999.34,953235.84,42082390400
399106.SZ,娣辫瘉缁兼寚,2015/6/9,2989.27,3025.35,2957.07,2994.85,782703.49,34716844800
399106.SZ,娣辫瘉缁兼寚,2015/6/10,2979.89,3083.09,2957.11,3055.58,810844.42,35876134400
399106.SZ,娣辫瘉缁兼寚,2015/6/11,3058.9,3100.94,3049.4,3100.94,821409.98,35108790400
399106.SZ,娣辫瘉缁兼寚,2015/6/12,3115.85,3156.96,3110.03,3140.66,904844.61,38507196800
399106.SZ,娣辫瘉缁兼寚,2015/6/15,3151.15,3155.1,3067.97,3073.07,930031.36,40617833600
399106.SZ,娣辫瘉缁兼寚,2015/6/16,3034.6,3034.6,2937.24,2962.66,805377.47,35302038400
399106.SZ,娣辫瘉缁兼寚,2015/6/17,2960.47,3030.22,2873.09,3021.4,706310.91,31241916800
399106.SZ,娣辫瘉缁兼寚,2015/6/18,3016,3029.95,2908.51,2913.6,675366.72,28905971200
399106.SZ,娣辫瘉缁兼寚,2015/6/19,2846.79,2873.67,2736.48,2742.18,601166.85,28964643200
399106.SZ,娣辫瘉缁兼寚,2015/6/23,2737.09,2774.64,2597.66,2774.64,604701.25,29292774400
399106.SZ,娣辫瘉缁兼寚,2015/6/24,2799.64,2831.09,2746.91,2822.73,675215.42,33217344000
399106.SZ,娣辫瘉缁兼寚,2015/6/25,2831.76,2832.43,2684.24,2716.71,684557.18,33171568000
399106.SZ,娣辫瘉缁兼寚,2015/6/26,2629.51,2632.33,2493.79,2502.96,555137.98,29466585600
399106.SZ,娣辫瘉缁兼寚,2015/6/29,2547.37,2549.29,2308.97,2351.4,631193.28,35894694400
399106.SZ,娣辫瘉缁兼寚,2015/6/30,2288.06,2466.44,2201.9,2464.23,721379.01,39954009600
399106.SZ,娣辫瘉缁兼寚,2015/7/1,2439.09,2523.08,2334.44,2346.13,691162.69,34874211200
399106.SZ,娣辫瘉缁兼寚,2015/7/2,2333.66,2347.4,2191.58,2215.81,552266.62,32073507200
399106.SZ,娣辫瘉缁兼寚,2015/7/3,2135.55,2243.57,2060.56,2098.48,505096.51,31553619200
399106.SZ,娣辫瘉缁兼寚,2015/7/6,2235.98,2235.98,1982.33,2041.85,609083.65,39633798400
399106.SZ,娣辫瘉缁兼寚,2015/7/7,1970.38,1982.04,1918.82,1932.83,301441.44,22732403200
399106.SZ,娣辫瘉缁兼寚,2015/7/8,1854.22,1888.19,1851.61,1884.45,414188.22,30732857600
399106.SZ,娣辫瘉缁兼寚,2015/7/9,1864.69,1955.66,1864.69,1955.35,277580.7,20745452800
399106.SZ,娣辫瘉缁兼寚,2015/7/10,1991.06,2037.54,1986.31,2035.26,247329.14,15891523200
399106.SZ,娣辫瘉缁兼寚,2015/7/13,2087.02,2126.44,2071.71,2120.25,391782.59,23384912000
399106.SZ,娣辫瘉缁兼寚,2015/7/14,2155.69,2200.49,2133.71,2149.52,491957.79,28563513600
399106.SZ,娣辫瘉缁兼寚,2015/7/15,2158.56,2158.56,2053.75,2058.84,545533.63,34529542400
399106.SZ,娣辫瘉缁兼寚,2015/7/16,2020.72,2128.9,1971.51,2086.52,508193.54,32429414400
399106.SZ,娣辫瘉缁兼寚,2015/7/17,2100.16,2204.09,2097.23,2190.42,507932.51,30700764800
399106.SZ,娣辫瘉缁兼寚,2015/7/20,2208.08,2262.48,2184.2,2230.29,631752.51,35816518400
399106.SZ,娣辫瘉缁兼寚,2015/7/21,2208.54,2282.49,2187.42,2265.1,560591.87,31241571200
399106.SZ,娣辫瘉缁兼寚,2015/7/22,2266.61,2296.4,2232.48,2287.98,605120.38,33490892800
399106.SZ,娣辫瘉缁兼寚,2015/7/23,2292.61,2358.51,2280.72,2352.65,654514.18,36704348800
399106.SZ,娣辫瘉缁兼寚,2015/7/24,2361.16,2395.97,2306.58,2322.71,744183.1,40085593600
399106.SZ,娣辫瘉缁兼寚,2015/7/27,2277.62,2340.93,2159.28,2160.09,667694.66,36443904000
399106.SZ,娣辫瘉缁兼寚,2015/7/28,2059.24,2186.35,2024.31,2111.7,618841.73,37431104000
399106.SZ,娣辫瘉缁兼寚,2015/7/29,2139.39,2198.82,2062.82,2198.81,523082.53,29648876800
399106.SZ,娣辫瘉缁兼寚,2015/7/30,2188,2229.98,2125.34,2128.16,540745.79,29945852800
399106.SZ,娣辫瘉缁兼寚,2015/7/31,2096.02,2154.95,2082.45,2110.62,417611.39,23519152000
399106.SZ,娣辫瘉缁兼寚,2015/8/3,2079.13,2097.37,2020.55,2053.12,402308.96,24373707200
399106.SZ,娣辫瘉缁兼寚,2015/8/4,2053.06,2150.95,2042.13,2150.95,442429.18,26160070400
399106.SZ,娣辫瘉缁兼寚,2015/8/5,2148.78,2179.6,2112.06,2128.42,476252.51,27115078400
399106.SZ,娣辫瘉缁兼寚,2015/8/6,2084.89,2139.99,2077.29,2113.65,349617.57,20222916800
399106.SZ,娣辫瘉缁兼寚,2015/8/7,2132.34,2177.39,2130.49,2177.15,448819.26,25188804800
399106.SZ,娣辫瘉缁兼寚,2015/8/10,2198.89,2286.9,2192.13,2274.84,574797.5,32308073600
399106.SZ,娣辫瘉缁兼寚,2015/8/11,2278.17,2315.13,2266.74,2284.27,623124.48,35182988800
399106.SZ,娣辫瘉缁兼寚,2015/8/12,2264.24,2296.92,2249.18,2249.18,506701.47,28511379200
399106.SZ,娣辫瘉缁兼寚,2015/8/13,2239.08,2298.79,2222.24,2298.79,497721.92,28706246400
399106.SZ,娣辫瘉缁兼寚,2015/8/14,2316.48,2335.97,2296.91,2310.4,574008.83,32679516800
399106.SZ,娣辫瘉缁兼寚,2015/8/17,2303.86,2329.39,2279.43,2327.49,560387.84,32680921600
399106.SZ,娣辫瘉缁兼寚,2015/8/18,2331.14,2340.09,2166.21,2174.42,667274.3,38903491200
399106.SZ,娣辫瘉缁兼寚,2015/8/19,2107.65,2233.89,2060.34,2222.05,547112.19,33174854400
399106.SZ,娣辫瘉缁兼寚,2015/8/20,2201.12,2234.22,2153.75,2155.49,480880.83,28375574400
399106.SZ,娣辫瘉缁兼寚,2015/8/21,2114.89,2139.4,2035.72,2039.4,418791.49,26016078400
399106.SZ,娣辫瘉缁兼寚,2015/8/24,1951.28,1959.06,1881.35,1882.46,272871.71,19382936000
399106.SZ,娣辫瘉缁兼寚,2015/8/25,1751.28,1801.79,1744.87,1749.07,287967.33,21874675200
399106.SZ,娣辫瘉缁兼寚,2015/8/26,1746.08,1806.15,1672.16,1695.76,432234.53,32672716800
399106.SZ,娣辫瘉缁兼寚,2015/8/27,1723.54,1752.21,1661.76,1752.21,361016.35,27196185600
399106.SZ,娣辫瘉缁兼寚,2015/8/28,1776.44,1848.96,1761.27,1846.83,424998.05,31598857600
399106.SZ,娣辫瘉缁兼寚,2015/8/31,1832.98,1832.98,1780.78,1790.31,365361.7,26670256000
399106.SZ,娣辫瘉缁兼寚,2015/9/1,1763.1,1763.1,1687.36,1707.78,305204.22,24629145600
399106.SZ,娣辫瘉缁兼寚,2015/9/2,1628.18,1739.56,1625.73,1673.95,325500.22,25917372800
399106.SZ,娣辫瘉缁兼寚,2015/9/7,1689.15,1736.24,1665.19,1677.33,299945.12,22854056000
399106.SZ,娣辫瘉缁兼寚,2015/9/8,1662.57,1744.68,1646.54,1741.54,260251.09,20042744000
399106.SZ,娣辫瘉缁兼寚,2015/9/9,1750.35,1809.02,1745.65,1798.84,431875.78,31192592000
399106.SZ,娣辫瘉缁兼寚,2015/9/10,1770.03,1802.22,1762.57,1770.38,311068.32,22531417600
399106.SZ,娣辫瘉缁兼寚,2015/9/11,1766.78,1793.94,1756.44,1781.35,263289.89,19046508800
399106.SZ,娣辫瘉缁兼寚,2015/9/14,1789.43,1794.41,1656.49,1662.89,307476.93,24088272000
399106.SZ,娣辫瘉缁兼寚,2015/9/15,1616.46,1649.59,1574.74,1580.26,233709.94,19821444800
399106.SZ,娣辫瘉缁兼寚,2015/9/16,1585.11,1689.72,1581.8,1683.36,284792.13,23480100800
399106.SZ,娣辫瘉缁兼寚,2015/9/17,1680,1729.22,1658.42,1658.42,360653.92,27371561600
399106.SZ,娣辫瘉缁兼寚,2015/9/18,1668.33,1689.03,1648.71,1679.09,254176.5,18768099200
399106.SZ,娣辫瘉缁兼寚,2015/9/21,1657.94,1739.05,1652.07,1738.64,313439.07,22716785600
399106.SZ,娣辫瘉缁兼寚,2015/9/22,1744.03,1770.24,1728.52,1750.91,367474.75,26389788800
399106.SZ,娣辫瘉缁兼寚,2015/9/23,1721.24,1756.45,1717.61,1736.44,321531.1,23184401600
399106.SZ,娣辫瘉缁兼寚,2015/9/24,1744.06,1764.64,1736.3,1757.54,319239.94,22149161600
399106.SZ,娣辫瘉缁兼寚,2015/9/25,1748.27,1759.55,1685.37,1697.11,312784.13,22674012800
399106.SZ,娣辫瘉缁兼寚,2015/9/28,1698.22,1738.92,1678.22,1737.92,238011.66,16402102400
399106.SZ,娣辫瘉缁兼寚,2015/9/29,1710.14,1732.53,1697.53,1711.71,251208.88,17448089600
399106.SZ,娣辫瘉缁兼寚,2015/9/30,1719.19,1727.65,1698.67,1716.78,214629.36,14980384000
399106.SZ,娣辫瘉缁兼寚,2015/10/8,1771.78,1797.85,1759.88,1785.39,328789.31,23068795200
399106.SZ,娣辫瘉缁兼寚,2015/10/9,1783.94,1819.17,1780.05,1811.63,340152.77,24188558400
399106.SZ,娣辫瘉缁兼寚,2015/10/12,1822.22,1903.46,1821.72,1887.28,489704.38,34134268800
399106.SZ,娣辫瘉缁兼寚,2015/10/13,1873.2,1911.87,1867.28,1907.12,431555.26,29515622400
399106.SZ,娣辫瘉缁兼寚,2015/10/14,1899.42,1916.42,1879.74,1884.16,438863.17,29610278400
399106.SZ,娣辫瘉缁兼寚,2015/10/15,1875.44,1941.28,1875.44,1941.28,463294.88,30849027200
399106.SZ,娣辫瘉缁兼寚,2015/10/16,1954.14,1968.38,1928.66,1966.96,534961.7,35729728000
399106.SZ,娣辫瘉缁兼寚,2015/10/19,1974.68,1986.23,1943.8,1969.64,543478.4,35436316800
399106.SZ,娣辫瘉缁兼寚,2015/10/20,1967.58,2008.48,1961.24,2008.48,521468.99,32894940800
399106.SZ,娣辫瘉缁兼寚,2015/10/21,2008.36,2018.98,1882.26,1889.13,653577.15,42174595200
399106.SZ,娣辫瘉缁兼寚,2015/10/22,1885.64,1961.6,1885.12,1959.19,517713.5,32683129600
399106.SZ,娣辫瘉缁兼寚,2015/10/23,1975.09,2024.41,1968.43,2016.74,615620.99,37897881600
399106.SZ,娣辫瘉缁兼寚,2015/10/26,2042.3,2048.84,2003.94,2030.48,652830.08,39154748800
399106.SZ,娣辫瘉缁兼寚,2015/10/27,2012.76,2054.94,1948.23,2043.78,584103.68,36633203200
399106.SZ,娣辫瘉缁兼寚,2015/10/28,2030.23,2057.18,1989.85,1998.38,554785.41,34152934400
399106.SZ,娣辫瘉缁兼寚,2015/10/29,2011.81,2035.23,1983.55,2014.4,455150.27,28180960000
399106.SZ,娣辫瘉缁兼寚,2015/10/30,2011.07,2042.68,1979.81,2014.86,495291.2,29633593600
399106.SZ,娣辫瘉缁兼寚,2015/11/2,1987.95,2047.54,1982.14,1987.97,458115.2,27469091200
399106.SZ,娣辫瘉缁兼寚,2015/11/3,1993.31,2008.36,1968.65,1987.47,381608,22405131200
399106.SZ,娣辫瘉缁兼寚,2015/11/4,1996.5,2089.29,1996.5,2089.29,567976.77,33943820800
399106.SZ,娣辫瘉缁兼寚,2015/11/5,2094.14,2123.87,2075.59,2093.47,694859.65,42913715200
399106.SZ,娣辫瘉缁兼寚,2015/11/6,2094.37,2154.96,2094.37,2152.43,630848.32,37737059200
399106.SZ,娣辫瘉缁兼寚,2015/11/9,2142.74,2203.66,2125.58,2191.6,732033.41,42223244800
399106.SZ,娣辫瘉缁兼寚,2015/11/10,2181.28,2222.89,2175.07,2209.6,695089.28,40091331200
399106.SZ,娣辫瘉缁兼寚,2015/11/11,2211.51,2254.67,2202.63,2253.21,673476.54,38212483200
399106.SZ,娣辫瘉缁兼寚,2015/11/12,2263.72,2279.85,2228.17,2259.49,748758.21,40354512000
399106.SZ,娣辫瘉缁兼寚,2015/11/13,2232.52,2245.26,2182.07,2205.56,669337.73,36299347200
399106.SZ,娣辫瘉缁兼寚,2015/11/16,2161.11,2250.98,2159.3,2250.98,539273.22,29240825600
399106.SZ,娣辫瘉缁兼寚,2015/11/17,2274.3,2289.14,2225.24,2231.18,750831.23,40349696000
399106.SZ,娣辫瘉缁兼寚,2015/11/18,2231.91,2246.36,2185.19,2189.88,550775.42,30614950400
399106.SZ,娣辫瘉缁兼寚,2015/11/19,2197.27,2257.21,2196.07,2257.21,531375.04,29446742400
399106.SZ,娣辫瘉缁兼寚,2015/11/20,2266.53,2296.15,2256.55,2285.83,665595.33,36472672000
399106.SZ,娣辫瘉缁兼寚,2015/11/23,2287.47,2310.75,2260.05,2268.62,658859.78,36238550400
399106.SZ,娣辫瘉缁兼寚,2015/11/24,2266.14,2300.09,2247.08,2300.09,530807.94,28393068800
399106.SZ,娣辫瘉缁兼寚,2015/11/25,2300.63,2346.37,2298.65,2343.62,639101.38,32541590400
399106.SZ,娣辫瘉缁兼寚,2015/11/26,2354.42,2358.34,2320.46,2325.69,680145.09,34966163200
399106.SZ,娣辫瘉缁兼寚,2015/11/27,2311.22,2324.06,2168.71,2184.11,678451.9,37147516800
399106.SZ,娣辫瘉缁兼寚,2015/11/30,2187.33,2212.95,2086.43,2203.61,596628.29,32521529600
399106.SZ,娣辫瘉缁兼寚,2015/12/1,2200.86,2226.69,2172.21,2198.28,512563.55,27022224000
399106.SZ,娣辫瘉缁兼寚,2015/12/2,2191.45,2197.94,2121.63,2189.31,469257.38,26399992000
399106.SZ,娣辫瘉缁兼寚,2015/12/3,2191.59,2243.94,2191.59,2243.94,456594.94,24953294400
399106.SZ,娣辫瘉缁兼寚,2015/12/4,2236.77,2260.42,2217.21,2233.26,503159.14,26807033600
399106.SZ,娣辫瘉缁兼寚,2015/12/7,2237.12,2263.43,2222.26,2261.41,470486.3,24767038400
399106.SZ,娣辫瘉缁兼寚,2015/12/8,2250.17,2252.25,2213.48,2221.27,490750.14,26104307200
399106.SZ,娣辫瘉缁兼寚,2015/12/9,2209.17,2230.78,2197.17,2214.21,450382.3,23296440000
399106.SZ,娣辫瘉缁兼寚,2015/12/10,2212.31,2236.51,2206.39,2211.86,449240.29,22863894400
399106.SZ,娣辫瘉缁兼寚,2015/12/11,2203.17,2215.4,2185.78,2195.86,387813.41,20466588800
399106.SZ,娣辫瘉缁兼寚,2015/12/14,2174.72,2239.68,2171.26,2239.68,393037.79,21494220800
399106.SZ,娣辫瘉缁兼寚,2015/12/15,2242.85,2273.14,2242.85,2264.72,438285.34,22829382400
399106.SZ,娣辫瘉缁兼寚,2015/12/16,2272.44,2295.1,2271.34,2280.12,462743.39,23545131200
399106.SZ,娣辫瘉缁兼寚,2015/12/17,2294.2,2342.18,2294.2,2342.18,614923.01,32853766400
399106.SZ,娣辫瘉缁兼寚,2015/12/18,2341.75,2350.7,2322.03,2335.6,593472.7,30575270400
399106.SZ,娣辫瘉缁兼寚,2015/12/21,2331.31,2361.51,2329.68,2357.99,544467.14,29849068800
399106.SZ,娣辫瘉缁兼寚,2015/12/22,2363.28,2379.63,2348.96,2379.63,513492.58,28839654400
399106.SZ,娣辫瘉缁兼寚,2015/12/23,2381.46,2386.31,2345.37,2351.06,576756.61,31225324800
399106.SZ,娣辫瘉缁兼寚,2015/12/24,2344.78,2352.81,2307.47,2346.37,434137.7,23255008000
399106.SZ,娣辫瘉缁兼寚,2015/12/25,2350.94,2366.06,2343.76,2359.73,409651.46,21433126400
399106.SZ,娣辫瘉缁兼寚,2015/12/28,2367.97,2377.2,2308.38,2308.38,528278.11,27978236800
399106.SZ,娣辫瘉缁兼寚,2015/12/29,2305.48,2330.35,2286.99,2330.35,408793.98,21500993600
399106.SZ,娣辫瘉缁兼寚,2015/12/30,2333.63,2352.87,2327.13,2351.35,455547.78,23173188800
399106.SZ,娣辫瘉缁兼寚,2015/12/31,2352.43,2356.9,2308.84,2308.91,432566.05,22226174400
399106.SZ,娣辫瘉缁兼寚,2016/1/4,2304.48,2304.49,2119.1,2119.16,355284.22,20485528000
399106.SZ,娣辫瘉缁兼寚,2016/1/5,2012.61,2121.39,2005.39,2079.77,483124.06,29429084800
399106.SZ,娣辫瘉缁兼寚,2016/1/6,2090.36,2133.96,2071.65,2133.96,414256.86,25349723200
399106.SZ,娣辫瘉缁兼寚,2016/1/7,2094.66,2094.66,1955.88,1958.09,107974.93,7166195200
399106.SZ,娣辫瘉缁兼寚,2016/1/8,2002.21,2021.7,1878.49,1978.72,437422.18,28514934400
399106.SZ,娣辫瘉缁兼寚,2016/1/11,1934.24,1958.92,1847.88,1848.1,377830.46,26129924800
399106.SZ,娣辫瘉缁兼寚,2016/1/12,1846.44,1879.2,1811.79,1855.39,326613.6,21763734400
399106.SZ,娣辫瘉缁兼寚,2016/1/13,1864.19,1880.62,1791.1,1791.18,310559.46,20894052800
399106.SZ,娣辫瘉缁兼寚,2016/1/14,1732.53,1862.08,1729.99,1859.37,334237.79,22851268800
399106.SZ,娣辫瘉缁兼寚,2016/1/15,1845.17,1863.36,1785.51,1796.13,331743.9,22116017600
399106.SZ,娣辫瘉缁兼寚,2016/1/18,1759.49,1851.51,1758.19,1830.33,298935.81,19337161600
399106.SZ,娣辫瘉缁兼寚,2016/1/19,1825.47,1898.53,1820.58,1895.75,360603.68,23143457600
399106.SZ,娣辫瘉缁兼寚,2016/1/20,1883.04,1909.46,1862.69,1876.31,361463.1,22966163200
399106.SZ,娣辫瘉缁兼寚,2016/1/21,1845.58,1895.06,1800.99,1800.99,332579.23,21004996800
